cancelacion,genero,jubilado,en_pareja,dependientes,meses_contrato,servicio_telefonico,multiples_lineas,servicio_internet,seguridad_online,respaldo_online,proteccion_dispositivo,soporte_efectivo,streaming_TV,streaming_peliculas,tipo_contrato,facturacion_electronica,metodo_pago,cuenta_mensual,cuentas_total,cuentas_diarias
0,Masculino,No,No,No,10,Si,No,Fibra_optica,Si,No,Si,No,No,No,mes a mes,Si,cheque por correo,79.85,887.35,0.26616666666666666
1,Femenino,No,No,No,7,Si,Si,Fibra_optica,No,No,No,No,No,No,mes a mes,No,cheque por correo,75.45,480.75,0.3592857142857143
0,Femenino,No,Si,No,57,Si,No,No,No,No,No,No,No,No,dos years,Si,transferencia,19.6,1134.25,0.011461988304093567
0,Femenino,No,No,No,8,No,sin servicio teleonico,DSL,No,Si,No,No,No,No,mes a mes,Si,cheque por correo,29.25,226.95,0.121875
0,Masculino,No,Si,No,33,Si,Si,Fibra_optica,No,Si,Si,No,No,Si,mes a mes,Si,cheque electronico,93.35,3092.0,0.09429292929292929
0,Masculino,Si,No,No,64,Si,Si,Fibra_optica,Si,Si,No,No,Si,Si,mes a mes,Si,transferencia,103.5,6548.65,0.05390625
0,Masculino,No,No,No,9,Si,No,Fibra_optica,No,No,No,Si,Si,Si,mes a mes,Si,transferencia,95.9,827.45,0.3551851851851852
0,Masculino,Si,Si,Si,60,Si,Si,Fibra_optica,Si,No,No,No,No,No,mes a mes,Si,cheque electronico,80.95,4859.1,0.044972222222222226
0,Masculino,No,No,No,54,Si,No,No,No,No,No,No,No,No,dos years,No,tarjeta de credito,19.65,1008.7,0.012129629629629629
0,Femenino,No,Si,Si,46,Si,No,Fibra_optica,No,No,Si,Si,No,Si,un year,No,transferencia,90.95,4236.6,0.06590579710144928
1,Femenino,No,No,No,1,Si,No,No,No,No,No,No,No,No,mes a mes,No,cheque por correo,20.9,20.9,0.6966666666666667
0,Masculino,No,No,No,6,Si,No,No,No,No,No,No,No,No,un year,No,cheque por correo,20.6,116.6,0.11444444444444445
0,Masculino,No,No,No,1,Si,No,Fibra_optica,No,No,No,No,Si,No,mes a mes,Si,cheque electronico,80.55,80.55,2.685
0,Masculino,No,No,No,1,Si,Si,DSL,No,No,No,No,No,No,mes a mes,Si,tarjeta de credito,49.8,49.8,1.66
0,Femenino,No,No,No,48,Si,Si,DSL,No,Si,Si,Si,Si,No,un year,Si,transferencia,73.85,3581.4,0.05128472222222222
0,Masculino,No,Si,Si,45,Si,Si,Fibra_optica,No,Si,Si,Si,Si,Si,dos years,Si,transferencia,109.75,4900.65,0.0812962962962963
0,Femenino,No,Si,No,37,Si,No,No,No,No,No,No,No,No,un year,Si,transferencia,19.85,717.5,0.017882882882882884
0,Masculino,Si,No,No,11,Si,Si,DSL,Si,Si,No,No,No,No,mes a mes,No,transferencia,60.25,662.95,0.18257575757575759
0,Masculino,No,Si,Si,55,Si,Si,Fibra_optica,No,No,Si,No,Si,No,mes a mes,Si,tarjeta de credito,90.4,5099.15,0.05478787878787879
1,Masculino,Si,No,No,12,Si,Si,Fibra_optica,No,No,Si,No,Si,Si,mes a mes,Si,cheque electronico,99.45,1200.15,0.27625
0,Masculino,No,No,Si,39,Si,Si,No,No,No,No,No,No,No,un year,No,transferencia,25.45,958.45,0.02175213675213675
0,Masculino,No,No,No,38,Si,Si,DSL,Si,Si,Si,Si,No,No,mes a mes,No,cheque electronico,69.95,2657.55,0.06135964912280702
1,Femenino,No,No,No,15,Si,Si,DSL,Si,No,No,No,No,Si,mes a mes,Si,transferencia,64.65,994.55,0.1436666666666667
0,Femenino,Si,Si,No,45,Si,No,Fibra_optica,No,No,Si,No,No,Si,mes a mes,Si,cheque electronico,86.1,3861.45,0.06377777777777778
0,Femenino,No,Si,No,72,Si,No,No,No,No,No,No,No,No,dos years,No,transferencia,20.05,1423.65,0.009282407407407408
0,Masculino,No,No,No,1,Si,No,Fibra_optica,No,No,No,No,No,No,mes a mes,Si,cheque electronico,70.35,70.35,2.3449999999999998
0,Masculino,No,No,No,16,Si,No,No,No,No,No,No,No,No,dos years,No,tarjeta de credito,18.95,326.8,0.03947916666666666
0,Masculino,No,No,No,53,Si,No,DSL,No,No,Si,No,No,Si,un year,Si,cheque electronico,61.1,3357.9,0.038427672955974844
1,Femenino,No,Si,No,13,No,sin servicio teleonico,DSL,No,No,Si,No,Si,Si,mes a mes,Si,transferencia,48.75,633.4,0.125
0,Masculino,Si,Si,Si,71,Si,Si,DSL,No,Si,Si,Si,No,Si,un year,Si,transferencia,72.9,5139.65,0.03422535211267606
0,Masculino,No,Si,No,60,Si,Si,No,No,No,No,No,No,No,un year,No,transferencia,24.15,1505.9,0.013416666666666665
0,Masculino,Si,Si,Si,71,Si,No,Fibra_optica,Si,Si,Si,No,No,No,un year,Si,transferencia,86.7,6179.35,0.040704225352112676
0,Femenino,No,Si,Si,14,Si,No,No,No,No,No,No,No,No,dos years,No,cheque por correo,18.8,255.55,0.04476190476190477
1,Masculino,No,No,No,7,Si,Si,Fibra_optica,No,No,Si,No,Si,No,mes a mes,Si,tarjeta de credito,89.35,631.85,0.42547619047619045
1,Masculino,Si,No,No,50,Si,Si,Fibra_optica,No,No,No,No,Si,Si,mes a mes,Si,cheque electronico,95.7,4816.7,0.0638
0,Masculino,No,Si,Si,69,Si,Si,No,No,No,No,No,No,No,dos years,Si,transferencia,26.0,1796.55,0.012560386473429951
1,Femenino,Si,No,No,49,Si,Si,Fibra_optica,No,No,Si,No,No,Si,mes a mes,Si,tarjeta de credito,90.85,4515.85,0.06180272108843537
0,Masculino,No,Si,Si,37,Si,Si,Fibra_optica,No,Si,Si,No,Si,No,mes a mes,Si,cheque electronico,92.95,3415.25,0.08373873873873874
1,Masculino,No,No,No,43,Si,Si,Fibra_optica,No,No,No,Si,Si,Si,un year,Si,cheque electronico,100.0,4211.55,0.07751937984496124
1,Femenino,No,No,No,4,Si,Si,Fibra_optica,No,No,No,No,Si,No,mes a mes,Si,cheque electronico,85.65,321.65,0.71375
0,Masculino,No,Si,Si,7,No,sin servicio teleonico,DSL,Si,Si,Si,No,No,No,dos years,No,cheque por correo,38.55,280.0,0.18357142857142855
0,Masculino,No,No,No,57,Si,No,No,No,No,No,No,No,No,dos years,No,tarjeta de credito,20.55,1252.85,0.012017543859649123
1,Masculino,No,No,No,1,Si,Si,Fibra_optica,No,Si,No,No,No,No,mes a mes,Si,cheque electronico,79.15,79.15,2.6383333333333336
1,Femenino,Si,Si,No,8,Si,Si,Fibra_optica,No,Si,No,No,No,No,mes a mes,Si,tarjeta de credito,80.65,633.3,0.3360416666666667
0,Femenino,No,Si,Si,61,Si,No,DSL,No,No,Si,Si,Si,Si,dos years,Si,transferencia,73.8,4616.05,0.040327868852459016
0,Femenino,No,No,Si,2,Si,No,DSL,No,Si,No,No,No,No,mes a mes,No,cheque por correo,51.55,106.2,0.8591666666666666
0,Femenino,No,Si,No,46,Si,No,DSL,No,Si,No,No,Si,Si,mes a mes,Si,tarjeta de credito,69.1,3168.0,0.050072463768115937
0,Femenino,No,Si,Si,64,Si,Si,No,No,No,No,No,No,No,dos years,Si,cheque por correo,24.05,1559.15,0.012526041666666666
0,Femenino,Si,Si,No,72,Si,Si,DSL,Si,Si,Si,Si,Si,Si,dos years,Si,transferencia,89.85,6697.35,0.04159722222222222
1,Masculino,Si,Si,No,16,Si,No,Fibra_optica,No,Si,No,No,No,No,mes a mes,Si,tarjeta de credito,74.3,1178.25,0.15479166666666666
1,Masculino,No,No,No,1,Si,Si,Fibra_optica,No,No,No,No,Si,No,mes a mes,Si,cheque por correo,84.65,84.65,2.8216666666666668
0,Masculino,No,No,No,25,Si,No,Fibra_optica,No,No,No,No,No,No,mes a mes,No,cheque electronico,69.75,1729.35,0.093
0,Femenino,No,No,No,64,Si,Si,DSL,Si,Si,Si,Si,Si,Si,dos years,Si,tarjeta de credito,86.4,5442.05,0.045000000000000005
0,Masculino,No,Si,Si,24,Si,No,DSL,Si,No,Si,No,No,No,un year,Si,tarjeta de credito,56.25,1454.25,0.078125
1,Masculino,No,Si,No,14,Si,Si,Fibra_optica,No,No,No,No,Si,No,mes a mes,Si,cheque electronico,86.1,1235.55,0.205
0,Femenino,Si,No,No,15,Si,Si,Fibra_optica,No,Si,No,No,Si,No,mes a mes,No,tarjeta de credito,89.0,1288.3,0.19777777777777777
1,Masculino,No,No,No,9,No,sin servicio teleonico,DSL,No,No,No,No,Si,Si,mes a mes,Si,cheque electronico,45.4,418.8,0.16814814814814813
0,Masculino,Si,No,No,69,Si,No,No,No,No,No,No,No,No,dos years,No,tarjeta de credito,20.3,1356.3,0.009806763285024155
0,Masculino,Si,Si,No,50,Si,Si,Fibra_optica,Si,No,Si,No,Si,Si,dos years,Si,tarjeta de credito,105.05,5163.3,0.07003333333333334
0,Femenino,No,No,No,12,Si,No,Fibra_optica,No,Si,No,No,No,Si,mes a mes,Si,cheque electronico,84.6,1017.35,0.235
1,Femenino,No,Si,No,19,Si,No,Fibra_optica,Si,No,No,No,No,No,mes a mes,Si,cheque electronico,73.2,1441.1,0.12842105263157896
0,Femenino,No,No,No,69,Si,Si,Fibra_optica,No,Si,Si,Si,Si,Si,dos years,Si,transferencia,110.5,7455.45,0.0533816425120773
0,Femenino,No,Si,Si,66,Si,Si,DSL,Si,Si,Si,No,No,No,mes a mes,Si,transferencia,67.45,4508.65,0.03406565656565657
0,Femenino,No,Si,Si,5,Si,No,DSL,No,No,No,No,No,No,mes a mes,No,cheque por correo,44.8,220.45,0.29866666666666664
0,Masculino,No,No,Si,3,Si,No,No,No,No,No,No,No,No,mes a mes,No,cheque por correo,19.95,58.3,0.22166666666666665
0,Masculino,Si,No,No,69,Si,Si,DSL,Si,No,Si,Si,No,Si,dos years,No,tarjeta de credito,74.1,5031.0,0.03579710144927536
1,Masculino,No,No,No,12,Si,Si,Fibra_optica,No,No,No,No,Si,Si,mes a mes,Si,cheque electronico,96.05,1148.1,0.2668055555555556
0,Masculino,No,No,No,3,Si,No,No,No,No,No,No,No,No,mes a mes,Si,cheque por correo,19.65,68.35,0.21833333333333332
0,Masculino,No,Si,Si,17,Si,Si,No,No,No,No,No,No,No,dos years,Si,cheque por correo,25.15,412.6,0.049313725490196074
0,Masculino,Si,Si,No,57,Si,Si,Fibra_optica,No,Si,No,No,No,Si,mes a mes,Si,cheque electronico,89.85,4925.35,0.0525438596491228
1,Femenino,No,No,No,38,Si,No,Fibra_optica,No,Si,Si,Si,No,No,mes a mes,Si,tarjeta de credito,84.25,3264.5,0.07390350877192982
0,Masculino,No,No,No,12,Si,No,No,No,No,No,No,No,No,mes a mes,No,tarjeta de credito,20.05,265.45,0.05569444444444445
1,Masculino,Si,No,No,24,Si,Si,Fibra_optica,No,No,No,No,No,No,mes a mes,Si,cheque electronico,76.1,1712.7,0.10569444444444444
0,Masculino,Si,No,No,63,Si,Si,Fibra_optica,Si,Si,Si,No,Si,Si,mes a mes,Si,transferencia,109.4,7031.45,0.057883597883597884
0,Femenino,No,No,No,1,No,sin servicio teleonico,DSL,No,No,No,No,No,No,mes a mes,Si,cheque por correo,25.15,25.15,0.8383333333333333
1,Femenino,No,No,No,2,Si,No,Fibra_optica,No,No,No,No,No,No,mes a mes,No,cheque electronico,69.65,145.15,1.1608333333333334
1,Masculino,No,No,No,36,Si,No,DSL,No,Si,No,Si,No,Si,un year,Si,cheque por correo,65.4,2498.4,0.060555555555555564
0,Masculino,No,No,No,18,Si,No,No,No,No,No,No,No,No,mes a mes,No,cheque por correo,20.05,358.5,0.03712962962962963
0,Masculino,No,Si,Si,58,Si,Si,Fibra_optica,No,No,Si,Si,Si,Si,un year,Si,transferencia,105.05,6004.85,0.060373563218390804
1,Masculino,No,Si,No,42,Si,Si,Fibra_optica,No,Si,Si,No,Si,No,mes a mes,Si,transferencia,95.25,3959.35,0.07559523809523809
1,Femenino,No,No,No,5,Si,No,Fibra_optica,No,Si,No,No,Si,Si,mes a mes,Si,cheque electronico,96.25,512.45,0.6416666666666667
1,Femenino,No,Si,Si,63,Si,Si,Fibra_optica,Si,Si,Si,No,Si,No,mes a mes,Si,cheque electronico,100.55,6215.35,0.0532010582010582
0,Masculino,No,Si,Si,50,Si,Si,Fibra_optica,Si,Si,Si,No,Si,Si,un year,Si,cheque electronico,108.25,5431.4,0.07216666666666667
1,Masculino,No,Si,Si,6,Si,No,DSL,No,Si,Si,No,No,No,mes a mes,Si,cheque por correo,55.3,324.25,0.30722222222222223
1,Femenino,No,No,No,1,Si,No,No,No,No,No,No,No,No,mes a mes,No,cheque por correo,19.5,19.5,0.65
0,Masculino,No,Si,No,27,Si,No,No,No,No,No,No,No,No,dos years,No,transferencia,19.55,520.55,0.024135802469135804
0,Femenino,No,Si,No,6,Si,No,DSL,No,No,No,No,No,No,mes a mes,No,cheque por correo,45.65,323.45,0.2536111111111111
0,Masculino,No,No,No,10,Si,Si,No,No,No,No,No,No,No,dos years,No,transferencia,25.7,251.6,0.08566666666666667
0,Masculino,No,Si,Si,67,Si,No,No,No,No,No,No,No,No,dos years,Si,cheque por correo,20.8,1411.9,0.010348258706467661
0,Femenino,No,No,No,70,Si,No,DSL,Si,No,Si,Si,Si,Si,dos years,No,transferencia,79.6,5589.45,0.0379047619047619
0,Femenino,No,No,Si,48,Si,No,No,No,No,No,No,No,No,un year,No,cheque por correo,19.95,936.7,0.013854166666666666
1,Femenino,No,No,No,16,Si,No,Fibra_optica,No,Si,Si,No,No,Si,mes a mes,Si,tarjeta de credito,93.2,1573.7,0.19416666666666668
0,Femenino,No,No,No,13,Si,No,Fibra_optica,No,No,No,No,No,No,mes a mes,Si,cheque por correo,70.15,886.7,0.1798717948717949
1,Masculino,No,No,No,5,Si,No,Fibra_optica,No,No,No,No,Si,No,mes a mes,Si,cheque electronico,80.6,415.55,0.5373333333333333
0,Femenino,No,Si,Si,72,Si,Si,Fibra_optica,Si,No,No,No,No,No,dos years,No,transferencia,79.05,5730.7,0.03659722222222222
0,Femenino,No,Si,No,72,Si,Si,Fibra_optica,No,Si,Si,Si,Si,Si,dos years,Si,cheque electronico,110.15,7998.8,0.05099537037037037
0,Masculino,No,No,No,24,Si,No,Fibra_optica,No,No,No,No,No,Si,mes a mes,Si,tarjeta de credito,79.85,2001.0,0.11090277777777777
1,Masculino,No,No,No,1,No,sin servicio teleonico,DSL,No,No,No,No,Si,Si,mes a mes,Si,cheque por correo,45.3,45.3,1.51
0,Femenino,No,Si,Si,72,Si,Si,Fibra_optica,Si,Si,Si,Si,Si,Si,dos years,Si,transferencia,118.75,8672.45,0.05497685185185185
0,Femenino,No,Si,No,68,Si,Si,Fibra_optica,Si,Si,No,No,No,No,dos years,Si,transferencia,84.7,5711.05,0.041519607843137254
1,Femenino,No,No,No,2,Si,Si,Fibra_optica,No,No,No,No,No,No,mes a mes,No,tarjeta de credito,74.9,147.15,1.2483333333333335
0,Masculino,No,No,Si,62,Si,Si,Fibra_optica,No,No,Si,Si,Si,Si,dos years,Si,cheque electronico,104.05,6590.5,0.05594086021505376
0,Femenino,No,Si,Si,41,Si,No,DSL,Si,No,No,Si,Si,Si,un year,Si,tarjeta de credito,74.7,3187.65,0.060731707317073176
0,Femenino,Si,Si,Si,46,Si,Si,Fibra_optica,Si,Si,No,Si,Si,Si,mes a mes,Si,cheque electronico,110.2,4972.1,0.07985507246376812
1,Masculino,Si,No,No,3,Si,Si,Fibra_optica,No,No,No,No,No,No,mes a mes,Si,cheque electronico,76.05,231.8,0.845
0,Masculino,No,No,No,1,Si,No,Fibra_optica,No,No,No,No,Si,Si,mes a mes,Si,cheque electronico,89.25,89.25,2.975
0,Masculino,No,Si,Si,71,Si,Si,DSL,Si,Si,Si,Si,Si,Si,dos years,Si,cheque por correo,91.25,6589.6,0.04284037558685446
1,Femenino,Si,Si,No,2,Si,No,DSL,No,Si,No,No,No,No,mes a mes,No,tarjeta de credito,50.15,115.1,0.8358333333333333
1,Femenino,Si,No,No,2,Si,No,DSL,Si,Si,No,No,No,No,mes a mes,No,cheque por correo,54.85,104.2,0.9141666666666667
0,Femenino,No,No,No,60,Si,No,DSL,No,Si,Si,Si,Si,No,un year,Si,tarjeta de credito,70.15,4224.7,0.03897222222222223
0,Masculino,No,No,No,40,Si,Si,Fibra_optica,No,No,No,No,Si,No,mes a mes,Si,cheque electronico,84.9,3369.05,0.07075000000000001
0,Masculino,No,Si,Si,27,Si,Si,Fibra_optica,Si,Si,No,Si,Si,No,mes a mes,No,cheque electronico,100.75,2793.55,0.12438271604938271
1,Masculino,No,No,No,3,Si,No,DSL,No,No,No,No,No,No,mes a mes,Si,cheque electronico,43.3,123.65,0.4811111111111111
0,Femenino,No,Si,No,1,No,sin servicio teleonico,DSL,No,Si,No,No,No,No,mes a mes,Si,cheque electronico,29.85,29.85,0.995
1,Masculino,No,Si,Si,6,Si,No,DSL,No,No,No,No,No,No,mes a mes,Si,transferencia,44.6,260.8,0.2477777777777778
1,Masculino,No,No,No,1,Si,No,DSL,No,No,No,No,No,No,mes a mes,No,cheque por correo,46.3,46.3,1.5433333333333332
0,Masculino,Si,No,No,34,Si,No,Fibra_optica,No,No,No,No,No,No,mes a mes,No,tarjeta de credito,69.15,2275.1,0.06779411764705882
1,Femenino,No,No,Si,1,Si,No,Fibra_optica,No,No,No,No,No,Si,mes a mes,Si,cheque electronico,79.6,79.6,2.6533333333333333
0,Masculino,No,Si,Si,32,No,sin servicio teleonico,DSL,No,No,Si,No,Si,Si,mes a mes,No,tarjeta de credito,50.6,1653.45,0.052708333333333336
1,Femenino,No,No,No,1,Si,No,Fibra_optica,No,Si,No,No,No,No,mes a mes,No,cheque electronico,75.8,75.8,2.5266666666666664
0,Femenino,No,No,No,27,Si,No,No,No,No,No,No,No,No,dos years,Si,transferencia,20.25,538.2,0.025
0,Femenino,No,No,No,12,Si,No,Fibra_optica,Si,No,No,No,Si,No,un year,Si,tarjeta de credito,85.15,979.05,0.23652777777777778
0,Femenino,No,No,No,65,Si,No,DSL,Si,Si,No,Si,No,No,dos years,Si,cheque por correo,59.6,3739.8,0.030564102564102566
1,Masculino,No,Si,No,2,Si,No,Fibra_optica,No,No,Si,No,No,No,mes a mes,No,cheque electronico,76.4,151.8,1.2733333333333334
1,Masculino,No,Si,No,42,Si,Si,Fibra_optica,No,No,Si,Si,Si,Si,mes a mes,Si,transferencia,106.15,4512.7,0.08424603174603175
0,Femenino,No,Si,Si,62,No,sin servicio teleonico,DSL,Si,Si,No,Si,Si,No,dos years,No,transferencia,48.7,3008.55,0.026182795698924732
0,Femenino,No,No,No,48,Si,Si,No,No,No,No,No,No,No,dos years,No,tarjeta de credito,24.0,1183.05,0.016666666666666666
0,Masculino,No,Si,Si,35,Si,No,No,No,No,No,No,No,No,dos years,No,cheque por correo,19.6,686.95,0.018666666666666668
0,Masculino,No,No,No,1,Si,No,No,No,No,No,No,No,No,mes a mes,No,cheque por correo,19.55,19.55,0.6516666666666667
0,Femenino,No,Si,No,71,Si,No,No,No,No,No,No,No,No,dos years,No,cheque por correo,19.6,1416.5,0.0092018779342723
0,Femenino,No,Si,Si,72,Si,Si,Fibra_optica,Si,No,Si,Si,Si,Si,dos years,Si,transferencia,110.45,8058.85,0.05113425925925926
1,Masculino,No,No,Si,12,Si,Si,Fibra_optica,No,No,No,No,No,No,mes a mes,Si,tarjeta de credito,73.75,871.4,0.2048611111111111
0,Femenino,No,No,No,31,No,sin servicio teleonico,DSL,Si,Si,No,Si,No,Si,dos years,Si,transferencia,49.85,1520.1,0.05360215053763441
0,Femenino,No,Si,No,45,Si,No,DSL,No,No,Si,No,No,No,mes a mes,Si,tarjeta de credito,50.25,2221.55,0.03722222222222222
0,Masculino,No,No,No,72,Si,No,No,No,No,No,No,No,No,dos years,Si,tarjeta de credito,19.8,1468.75,0.009166666666666667
0,Masculino,No,Si,Si,45,Si,Si,Fibra_optica,No,Si,Si,No,No,Si,un year,Si,tarjeta de credito,95.0,4368.85,0.07037037037037037
0,Masculino,No,No,Si,62,Si,Si,No,No,No,No,No,No,No,dos years,Si,cheque por correo,24.4,1413.0,0.013118279569892472
0,Femenino,No,No,No,17,Si,No,No,No,No,No,No,No,No,un year,No,cheque por correo,19.55,280.85,0.03833333333333334
0,Masculino,No,No,No,54,Si,Si,DSL,Si,No,Si,Si,Si,Si,dos years,No,transferencia,87.1,4735.2,0.05376543209876543
0,Masculino,No,No,No,15,Si,Si,No,No,No,No,No,No,No,mes a mes,Si,cheque electronico,26.35,378.6,0.05855555555555556
0,Masculino,No,Si,Si,22,Si,No,Fibra_optica,Si,No,No,No,No,No,mes a mes,No,transferencia,75.0,1573.95,0.11363636363636363
1,Masculino,No,No,No,12,Si,Si,Fibra_optica,No,No,No,No,Si,No,mes a mes,Si,cheque electronico,84.45,1059.55,0.23458333333333334
1,Masculino,No,Si,Si,49,No,sin servicio teleonico,DSL,No,Si,No,No,Si,Si,un year,Si,transferencia,51.8,2541.25,0.035238095238095235
1,Femenino,No,Si,No,2,No,sin servicio teleonico,DSL,No,No,No,No,Si,Si,mes a mes,No,cheque electronico,44.6,97.1,0.7433333333333334
0,Masculino,No,No,No,1,Si,No,No,No,No,No,No,No,No,mes a mes,No,cheque electronico,19.45,19.45,0.6483333333333333
1,Masculino,No,Si,Si,24,Si,Si,DSL,Si,No,No,No,No,No,mes a mes,No,cheque electronico,54.75,1338.15,0.07604166666666666
0,Femenino,No,Si,No,53,Si,Si,DSL,Si,Si,Si,No,No,Si,un year,No,transferencia,74.1,3833.95,0.04660377358490566
0,Femenino,No,Si,No,42,Si,Si,Fibra_optica,No,No,Si,Si,No,No,mes a mes,Si,tarjeta de credito,85.9,3729.75,0.06817460317460318
0,Masculino,Si,Si,No,56,Si,No,DSL,Si,Si,Si,Si,Si,Si,dos years,Si,transferencia,85.65,4824.45,0.05098214285714286
0,Masculino,No,No,No,28,No,sin servicio teleonico,DSL,No,No,No,Si,No,No,mes a mes,Si,tarjeta de credito,30.1,810.85,0.035833333333333335
0,Masculino,No,No,Si,6,Si,No,No,No,No,No,No,No,No,mes a mes,No,cheque por correo,19.7,111.65,0.10944444444444444
1,Masculino,No,No,Si,1,Si,No,DSL,No,No,No,Si,No,No,mes a mes,Si,cheque por correo,49.9,49.9,1.6633333333333333
1,Femenino,No,No,No,11,Si,Si,Fibra_optica,No,No,No,No,No,No,mes a mes,Si,cheque electronico,76.5,837.95,0.2318181818181818
1,Femenino,No,Si,No,37,Si,Si,Fibra_optica,No,No,Si,No,No,No,mes a mes,Si,tarjeta de credito,78.95,2839.65,0.07112612612612614
0,Femenino,Si,Si,No,56,Si,Si,Fibra_optica,Si,Si,Si,Si,No,No,un year,No,cheque electronico,95.65,5471.75,0.05693452380952381
0,Femenino,No,No,No,7,Si,No,DSL,Si,No,No,No,No,Si,un year,Si,cheque electronico,59.1,369.25,0.2814285714285714
1,Masculino,Si,No,No,66,Si,Si,Fibra_optica,No,Si,Si,Si,Si,Si,un year,No,tarjeta de credito,110.9,7432.05,0.05601010101010101
0,Femenino,No,Si,Si,25,Si,No,No,No,No,No,No,No,No,un year,No,cheque por correo,20.05,520.1,0.026733333333333335
0,Masculino,No,Si,No,57,Si,No,DSL,Si,Si,No,Si,No,No,dos years,Si,cheque electronico,59.75,3450.15,0.03494152046783626
0,Femenino,No,Si,Si,47,Si,No,No,No,No,No,No,No,No,dos years,No,tarjeta de credito,20.05,1016.7,0.01421985815602837
0,Femenino,No,No,Si,8,No,sin servicio teleonico,DSL,Si,No,No,No,No,Si,mes a mes,Si,cheque electronico,38.5,330.8,0.16041666666666668
0,Masculino,Si,No,No,12,No,sin servicio teleonico,DSL,No,Si,No,No,No,No,mes a mes,Si,tarjeta de credito,29.35,381.2,0.08152777777777778
0,Femenino,No,Si,Si,58,Si,No,DSL,No,No,No,No,No,No,un year,Si,cheque por correo,44.1,2413.05,0.025344827586206896
0,Masculino,No,No,No,2,Si,No,No,No,No,No,No,No,No,mes a mes,Si,tarjeta de credito,19.9,33.7,0.33166666666666667
1,Femenino,No,No,No,7,Si,No,Fibra_optica,No,No,No,No,Si,No,mes a mes,Si,cheque electronico,79.0,522.95,0.3761904761904762
0,Masculino,No,No,No,52,Si,Si,DSL,Si,No,No,Si,Si,Si,dos years,Si,tarjeta de credito,79.75,4217.8,0.05112179487179487
0,Masculino,No,Si,Si,70,Si,Si,DSL,Si,Si,Si,Si,Si,No,dos years,Si,transferencia,79.25,5731.85,0.03773809523809524
1,Femenino,No,No,No,22,Si,No,DSL,Si,No,No,No,No,No,mes a mes,Si,tarjeta de credito,48.8,1054.6,0.07393939393939393
1,Masculino,Si,Si,Si,46,Si,Si,Fibra_optica,Si,Si,Si,No,Si,No,mes a mes,Si,cheque electronico,100.7,4541.2,0.07297101449275363
0,Masculino,No,No,Si,39,Si,Si,Fibra_optica,No,No,No,Si,Si,Si,dos years,No,cheque por correo,100.55,3895.35,0.08594017094017094
0,Femenino,No,Si,Si,63,Si,No,No,No,No,No,No,No,No,dos years,No,cheque electronico,19.35,1263.85,0.010238095238095239
0,Femenino,No,Si,Si,54,Si,No,No,No,No,No,No,No,No,dos years,Si,transferencia,20.35,1092.35,0.01256172839506173
0,Masculino,No,No,No,11,Si,No,No,No,No,No,No,No,No,un year,No,cheque por correo,19.5,226.8,0.05909090909090909
0,Masculino,No,Si,No,71,Si,Si,DSL,Si,Si,Si,Si,No,Si,dos years,Si,cheque por correo,80.1,5585.4,0.037605633802816896
0,Masculino,No,Si,No,43,Si,No,Fibra_optica,Si,No,Si,Si,No,No,un year,Si,transferencia,84.25,3539.25,0.06531007751937984
1,Masculino,Si,No,No,38,Si,No,DSL,No,Si,Si,Si,Si,No,un year,Si,tarjeta de credito,70.15,2497.35,0.06153508771929825
0,Masculino,Si,Si,No,21,Si,No,Fibra_optica,No,No,Si,No,Si,No,mes a mes,No,transferencia,86.55,1857.25,0.13738095238095238
1,Femenino,No,No,No,1,Si,No,Fibra_optica,No,No,No,No,No,No,mes a mes,Si,cheque electronico,69.2,69.2,2.3066666666666666
0,Masculino,No,No,No,19,Si,No,Fibra_optica,No,No,No,Si,No,Si,un year,Si,tarjeta de credito,87.7,1725.95,0.15385964912280703
0,Masculino,No,Si,No,59,Si,Si,Fibra_optica,Si,Si,Si,Si,Si,Si,dos years,No,cheque electronico,113.75,6561.25,0.06426553672316385
1,Masculino,No,No,No,1,Si,No,DSL,No,No,No,No,No,No,mes a mes,Si,cheque por correo,44.15,44.15,1.4716666666666667
0,Femenino,No,Si,No,72,Si,Si,Fibra_optica,Si,Si,Si,Si,Si,No,dos years,Si,transferencia,103.95,7556.9,0.048125
0,Masculino,No,No,Si,29,Si,Si,Fibra_optica,No,Si,Si,Si,No,Si,un year,No,tarjeta de credito,100.55,2830.45,0.11557471264367816
0,Femenino,No,Si,Si,36,No,sin servicio teleonico,DSL,Si,No,Si,Si,No,No,dos years,No,tarjeta de credito,40.65,1547.35,0.03763888888888889
1,Femenino,No,No,No,1,Si,No,Fibra_optica,No,No,No,No,No,No,mes a mes,Si,cheque electronico,69.6,69.6,2.32
0,Masculino,No,No,No,10,Si,No,No,No,No,No,No,No,No,un year,No,cheque por correo,20.35,176.3,0.06783333333333334
1,Femenino,No,No,No,39,Si,No,Fibra_optica,No,No,Si,Si,No,No,dos years,Si,cheque electronico,80.45,3201.55,0.06876068376068377
0,Femenino,Si,Si,No,17,Si,Si,Fibra_optica,No,No,No,No,Si,Si,mes a mes,Si,cheque electronico,92.55,1614.7,0.1814705882352941
0,Masculino,No,Si,Si,12,Si,No,DSL,No,No,No,No,Si,No,mes a mes,Si,cheque por correo,56.3,628.65,0.15638888888888888
0,Femenino,No,Si,No,58,Si,Si,DSL,Si,No,No,Si,No,No,un year,Si,transferencia,61.05,3478.75,0.035086206896551723
